Serial number,Phone number,Location,Occupation,Qualified,Age,Type,Clients Attended,Minimum wage,Aadhar Card,Gender,Doorstep Service,Morning Available,Afternoon Available,Evening Available,References
1186,9016811182,Ganeshkhind,Cook,No,30,Part time,10,5500,0877-9588-8710,Female,Yes,Yes,No,Yes,
1187,9014353987,Paud Road,Salesperson,Yes,19,Full time,13,4500,5342-5220-8664,Female,,Yes,Yes,No,
1188,8212676729,Saswad,Electrician,No,19,Part time,2,6000,2416-5814-4748,Male,,Yes,No,No,
1189,7315363219,Koregaon Park,Plumber,No,34,Part time,4,2000,2617-3293-2167,Male,,No,Yes,Yes,
1190,9749136677,Dhole Patil Road,Security Guard,Yes,30,Full time,5,5000,8060-6043-0823,Male,,Yes,Yes,Yes,
1191,9730864142,Erandwane,Tailor,Yes,20,Full time,14,7000,6404-9533-8423,Female,No,Yes,Yes,No,
1192,7750194901,Sahakarnagar,Electrician,No,27,Full time,5,3500,4798-1561-4737,Male,,Yes,Yes,Yes,
1193,7601696058,Paud Road,Tailor,No,38,Part time,2,7000,2579-6940-4570,Male,Yes,No,Yes,Yes,
1194,8063477265,Aundh,Electrician,Yes,36,Part time,4,5000,4278-3226-8685,Male,,No,Yes,Yes,
1195,7535463714,Mundhwa,Carpenter,Yes,28,Part time,5,7000,7388-5719-6296,Male,,Yes,Yes,No,
1196,9510580032,Dhole Patil Road,Painter,Yes,38,Full time,4,6000,6550-8017-5589,Male,,Yes,Yes,Yes,
1197,9729190163,Dhankawadi,Driver,No,38,Part time,13,1000,7530-4413-9166,Male,,No,Yes,Yes,
1198,8782581956,Baner,Security Guard,No,31,Part time,14,4500,8908-7814-6167,Male,,No,Yes,Yes,
1199,7272892699,Wagholi,Cook,No,35,Full time,8,2000,6226-3992-5322,Female,Yes,Yes,No,Yes,
1200,9506719468,Saswad,Mechanic,No,26,Part time,15,2500,0765-6547-0939,Male,,No,Yes,Yes,
1201,8110482849,Swargate,Tailor,No,21,Part time,6,6000,0618-9731-3194,Female,No,Yes,Yes,No,
1202,9126338928,Dhayari,Electrician,Yes,31,Full time,7,5500,8466-8052-7489,Male,,Yes,Yes,Yes,
1203,7921338904,Dhankawadi,Security Guard,No,30,Part time,12,2000,7106-7574-5179,Male,,No,Yes,Yes,
1204,7749997407,Koregaon Park,Cook,No,19,Full time,7,5000,6058-5470-4352,Male,Yes,Yes,Yes,Yes,
1205,8203909524,Dhankawadi,Delivery Boy,Yes,21,Full time,4,4500,9545-9648-5135,Male,,Yes,Yes,Yes,
1206,8351358036,Kharadi,Salesperson,No,31,Part time,14,3000,2850-7179-7875,Female,,Yes,Yes,No,
1207,7567711467,Hinjewadi,Salesperson,No,33,Part time,3,7000,9621-5255-0035,Female,,Yes,Yes,No,
1208,8006702034,Singhgad Road,Salesperson,No,32,Part time,6,3500,6085-9233-9435,Female,,Yes,Yes,No,
1209,8801261969,Fatimanagar,Plumber,No,24,Part time,7,3000,3894-4538-6348,Male,,No,Yes,Yes,
1210,7904206715,Parvati,Salesperson,Yes,33,Full time,10,1500,4003-9732-8514,Female,,No,Yes,Yes,
1211,8093480214,Camp,Cashier,No,32,Part time,8,5000,9718-4344-8119,Female,,Yes,Yes,No,
1212,8338191981,Katraj,Waitress,Yes,28,Part time,7,4000,2333-3217-6765,Female,,Yes,Yes,No,
1213,7665666185,Nigdi,Salesperson,No,22,Part time,8,4000,0738-2496-4086,Female,,Yes,Yes,No,
1214,9741964715,Dhayari,Security Guard,Yes,29,Full time,11,4000,8080-3302-2502,Male,,Yes,Yes,Yes,
1215,9259424137,Ganeshkhind,Cook,No,31,Full time,9,1500,7087-6716-1510,Female,Yes,Yes,Yes,No,
1216,7958868330,Swargate,Plumber,No,39,Part time,8,5000,4161-8247-2493,Male,,No,Yes,Yes,
1217,9876554273,Swargate,Plumber,No,38,Part time,4,3500,0939-0792-3818,Male,,No,Yes,Yes,
1218,9550256139,Camp,Security Guard,Yes,34,Full time,2,3500,9971-9093-6251,Male,,Yes,Yes,Yes,
1219,7013335890,Vitthalwadi,Tailor,No,20,Part time,12,1000,1745-4930-1822,Female,No,Yes,Yes,No,
1220,9485158506,Dhayari,Brick mason,Yes,34,Full time,10,5500,5159-6265-8606,Male,,Yes,Yes,Yes,
1221,8641062569,Pimplesaudagar,Worker,No,22,Full time,14,7000,2189-0235-2656,Male,,Yes,Yes,Yes,
1222,8002661848,Pimplesaudagar,Worker,No,35,Part time,15,1500,8386-0754-4027,Male,,Yes,Yes,No,
1223,7442282740,Shivajinagar,Maid,No,26,Full time,14,7000,2199-0012-9491,Female,Yes,Yes,No,Yes,
1224,8477616237,Pashan,Accountant,Yes,32,Full time,4,6000,2074-8629-1565,Female,,Yes,Yes,No,
1225,9616510481,Baner,Maid,No,30,Full time,8,5000,8797-4166-5251,Female,Yes,Yes,No,Yes,
1226,8061886066,Ghorpadi,Waitress,No,26,Full time,4,6000,5123-9430-3239,Female,,Yes,Yes,Yes,
1227,9177941001,Camp,Accountant,No,25,Full time,6,3500,5034-7173-6645,Female,,Yes,Yes,No,
1228,7536494710,Wagholi,Cashier,Yes,32,Full time,9,7000,0260-0118-3900,Male,,Yes,Yes,Yes,
1229,7016274502,Hinjewadi,Janitor,Yes,35,Full time,11,6500,9501-3526-3507,Male,,Yes,Yes,Yes,
1230,7395816753,Singhgad Road,Electrician,No,35,Part time,1,4500,5221-8398-1556,Male,,No,Yes,Yes,
1231,8061987136,Dhayari,Cashier,No,24,Full time,14,3000,1391-9856-2999,Male,,Yes,Yes,Yes,
1232,9895682519,Kondhwa,Driver,Yes,37,Part time,12,6500,4834-6218-8470,Male,,No,Yes,Yes,
1233,8357441357,Chinchwad,Cashier,No,23,Full time,4,3000,0206-5733-5147,Male,,Yes,Yes,Yes,
1234,7279104288,Baner,Receptionist,Yes,32,Part time,8,2500,8352-6750-8092,Female,,Yes,Yes,No,
1235,8069213948,Kondhwa,Mehndi Artist,No,25,Part time,14,5500,1464-9621-4420,Female,Yes,Yes,Yes,Yes,
1236,7590223206,Baner,Waiter,No,32,Full time,5,6000,7616-1732-3716,Male,,Yes,Yes,Yes,
1237,8103469915,Dhankawadi,Worker,No,40,Part time,1,2000,9084-5748-4469,Male,,Yes,Yes,No,
1238,8484541888,Shivajinagar,Painter,Yes,31,Part time,10,2500,9815-4468-0283,Male,,No,Yes,Yes,
1239,9905113853,Dattawadi,Driver,No,19,Part time,3,1500,0402-7988-9456,Male,,Yes,Yes,No,
1240,8708469278,Katraj,Maid,No,28,Full time,10,5500,8839-4593-1542,Female,Yes,Yes,No,Yes,
1241,7083392884,Saswad,Cashier,No,21,Full time,1,7000,1801-9935-7886,Male,,Yes,Yes,Yes,
1242,9278921497,Balewadi,Salesperson,Yes,30,Full time,5,1500,3535-1663-0959,Female,,Yes,Yes,No,
1243,9752998484,Kharadi,Electrician,No,20,Full time,6,3500,5949-0971-7743,Male,,Yes,Yes,Yes,
1244,8590619346,Camp,Receptionist,No,18,Full time,9,6000,5662-8218-4352,Female,,Yes,Yes,No,
1245,8186085824,Salisbury Park,Cashier,Yes,27,Part time,3,2000,2520-2116-3305,Male,,No,Yes,Yes,
1246,8412333162,Shivajinagar,Cashier,Yes,28,Full time,3,4000,1929-3568-1262,Female,,Yes,Yes,No,
1247,9511823058,Sahakarnagar,Tailor,Yes,30,Full time,5,4000,0788-7890-7466,Male,No,Yes,Yes,Yes,
1248,7543301573,Dattawadi,Maid,No,30,Part time,5,1000,6136-6369-6362,Female,Yes,Yes,No,Yes,
1249,8180482701,Sahakarnagar,Waitress,Yes,28,Part time,13,3500,6991-3012-9216,Female,,Yes,Yes,No,
1250,7394342058,Vishrantwadi,Waiter,No,30,Part time,4,5500,0146-7143-0487,Male,,Yes,Yes,No,
1251,8792616860,Chinchwad,Salesperson,No,21,Part time,4,2000,5611-1630-7772,Female,,Yes,Yes,No,
1252,8525977436,Dattawadi,Waiter,No,20,Full time,2,3000,4527-5745-6390,Male,,Yes,Yes,Yes,
1253,9067613255,Chinchwad,Worker,No,39,Full time,8,2500,1267-6627-8395,Male,,Yes,Yes,Yes,
1254,9510397244,Hinjewadi,Waitress,No,33,Part time,8,1500,8662-5030-1169,Female,,Yes,Yes,No,
1255,8667410922,Balewadi,Waiter,Yes,27,Full time,4,2000,3096-2950-0122,Male,,Yes,Yes,Yes,
1256,8826033397,Sahakarnagar,Salesperson,Yes,28,Full time,9,6000,0219-9735-2784,Female,,Yes,Yes,No,
1257,7007850859,Ambegaon,Waitress,No,20,Part time,5,4500,8848-7459-8811,Female,,Yes,Yes,No,
1258,9817678750,Vishrantwadi,Receptionist,No,23,Part time,3,7000,1038-2547-8098,Female,,Yes,Yes,No,
1259,7161055652,Koregaon Park,Mehndi Artist,Yes,33,Full time,3,1000,4994-4409-4974,Female,Yes,Yes,No,No,
1260,7936945517,Shivajinagar,Receptionist,Yes,33,Part time,13,6000,8309-7677-8672,Female,,Yes,Yes,No,
1261,7841600637,Bibewadi,Receptionist,No,38,Part time,6,3000,0239-0667-9491,Male,,Yes,Yes,No,
1262,9547295763,Kothrud,Salesperson,Yes,32,Full time,9,7000,7732-2505-4307,Female,,Yes,Yes,No,
1263,7157922035,Kondhwa,Cook,No,29,Part time,13,5500,8284-9386-1592,Female,Yes,Yes,No,Yes,
1264,7651410698,Kothrud,Tailor,Yes,19,Full time,14,3500,6912-0567-7688,Female,No,Yes,Yes,No,
1265,8971303483,Aundh,Cook,No,31,Full time,5,5000,5849-4749-5977,Female,Yes,Yes,Yes,Yes,
1266,7315438745,Vishrantwadi,Janitor,Yes,23,Full time,5,1000,9777-5590-9564,Male,,Yes,Yes,Yes,
1267,7574843615,Erandwane,Cashier,No,35,Part time,14,5000,1255-5178-1234,Female,,Yes,Yes,No,
1268,7160829859,Dhayari,Accountant,Yes,33,Full time,12,5500,9691-9611-6424,Female,,Yes,Yes,No,
1269,7963813931,Pashan,Waitress,Yes,22,Part time,5,3000,2893-8540-4342,Female,,Yes,Yes,No,
1270,7331595221,Balewadi,Carpenter,Yes,39,Part time,4,1000,5893-5571-4364,Male,,No,Yes,Yes,
1271,7192206328,Ghorpadi,Salesperson,No,34,Full time,14,2500,1563-1499-0545,Female,,No,Yes,Yes,
1272,7705867437,Vitthalwadi,Accountant,Yes,31,Part time,13,2500,2754-8678-3468,Female,,Yes,Yes,No,
1273,7646235127,Khadki,Brick mason,No,34,Part time,11,6500,4864-9563-0743,Male,,Yes,No,No,
1274,9837929654,Hadapsar,Tailor,No,36,Part time,5,1500,1119-5650-1255,Male,No,Yes,Yes,No,
1275,9953795978,Khadakwasla,Receptionist,Yes,25,Part time,1,3500,8670-9275-0304,Female,,Yes,Yes,No,
1276,8736861777,Parvati,Security Guard,Yes,23,Part time,12,2500,7702-7193-4156,Male,,Yes,Yes,No,
1277,9974960469,Pashan,Waitress,No,19,Full time,2,2500,2028-8106-1954,Female,,Yes,Yes,Yes,
1278,8852172646,Koregaon Park,Accountant,No,32,Full time,3,5000,8343-4067-7441,Male,,Yes,Yes,Yes,
1279,9125578804,Gultekdi,Brick mason,No,21,Full time,10,4000,7868-6525-3432,Male,,Yes,Yes,Yes,
1280,8019575866,Baner,Mechanic,Yes,28,Full time,8,6000,0261-2404-0860,Male,,Yes,Yes,Yes,
1281,9998135767,Balewadi,Brick mason,No,19,Full time,9,6500,9230-8610-7368,Male,,Yes,Yes,Yes,
1282,7383819804,Paud Road,Salesperson,Yes,38,Part time,7,1500,9912-3663-7452,Male,,No,Yes,Yes,
1283,7878687612,Baner,Accountant,No,21,Full time,12,3500,8814-6742-1456,Male,,Yes,Yes,Yes,
1284,8355380742,Nigdi,Carpenter,Yes,30,Full time,11,5000,7940-3654-4925,Male,,Yes,Yes,Yes,
1285,7943602044,Kondhwa,Tailor,Yes,32,Part time,6,7000,4789-7380-2707,Female,Yes,Yes,Yes,No,
1286,7683801898,Dhayari,Accountant,Yes,30,Part time,15,2500,2969-8546-2622,Female,,Yes,Yes,No,
1287,9032988017,Hinjewadi,Electrician,Yes,32,Full time,9,1500,3597-3494-5685,Male,,Yes,Yes,Yes,
1288,8892161020,Fatimanagar,Carpenter,Yes,28,Full time,5,5000,8604-3968-3427,Male,,Yes,Yes,Yes,
1289,8690122336,Kondhwa,Delivery Boy,No,30,Full time,2,6500,9076-5789-3906,Male,,Yes,Yes,Yes,
1290,9341952981,Balewadi,Receptionist,Yes,28,Part time,2,7000,0537-2483-4109,Male,,Yes,Yes,No,
1291,9002958611,Deccan,Cashier,Yes,21,Full time,14,6500,5182-1169-8082,Male,,Yes,Yes,Yes,
1292,7794346187,Dhankawadi,Driver,Yes,36,Part time,14,4500,1996-7903-2592,Male,,No,Yes,Yes,
1293,9034306023,Saswad,Cashier,No,26,Part time,8,7000,1946-7033-8157,Male,,Yes,Yes,No,
1294,7854942324,Dattawadi,Accountant,Yes,26,Full time,2,2500,9385-2313-8919,Male,,Yes,Yes,Yes,
1295,7496536365,Aundh,Tailor,No,22,Full time,14,5500,5236-3006-8990,Female,No,Yes,Yes,No,
1296,8111477542,Dhole Patil Road,Waiter,Yes,36,Full time,14,3500,8128-8806-8978,Male,,Yes,Yes,Yes,
1297,8721881351,Sahakarnagar,Accountant,Yes,33,Full time,11,1000,5698-1760-8871,Male,,Yes,Yes,Yes,
1298,7372095649,Sahakarnagar,Accountant,No,26,Part time,5,5500,3751-9450-2878,Female,,Yes,Yes,No,
1299,9103284766,Dhankawadi,Mehndi Artist,Yes,24,Full time,8,2500,3916-5181-1199,Female,No,Yes,Yes,No,
1300,8866998307,Nigdi,Waiter,Yes,34,Full time,10,3500,8128-5310-5549,Male,,Yes,Yes,Yes,
1301,9598807685,Erandwane,Receptionist,Yes,35,Part time,15,3500,0350-2634-9314,Male,,No,Yes,Yes,
1302,7617616398,Chinchwad,Painter,Yes,40,Full time,4,5000,6712-6771-2099,Male,,Yes,Yes,Yes,
1303,8440217119,Swargate,Tailor,No,28,Part time,7,3500,2734-8985-6207,Male,Yes,No,Yes,Yes,
1304,7356091060,Pimplesaudagar,Cashier,No,35,Full time,6,1000,4002-1381-6463,Male,,Yes,Yes,Yes,
1305,7517957720,Paud Road,Electrician,No,32,Part time,13,5000,7739-1862-4251,Male,,Yes,Yes,No,
1306,9476821541,Pimplesaudagar,Delivery Boy,Yes,24,Full time,6,6500,7597-1979-2679,Male,,Yes,Yes,Yes,
1307,8423714201,Parvati,Accountant,Yes,27,Part time,14,4500,3783-4285-3808,Female,,Yes,Yes,No,
1308,8428974010,Fatimanagar,Carpenter,No,34,Full time,8,4500,6901-3997-3520,Male,,Yes,Yes,Yes,
1309,9363334293,Khadakwasla,Cashier,No,24,Full time,9,1000,6050-1889-7769,Female,,Yes,Yes,No,
1310,9529665678,Pimplesaudagar,Receptionist,No,26,Part time,2,4000,8357-5607-7278,Male,,Yes,Yes,No,
1311,8272122748,Bibewadi,Waitress,No,28,Part time,10,6000,8922-0746-0684,Female,,Yes,Yes,No,
1312,8551516966,Fursungi,Waiter,Yes,30,Full time,15,4000,8047-8433-6036,Male,,Yes,Yes,Yes,
1313,8040205446,Sahakarnagar,Security Guard,No,35,Full time,14,4000,5519-4931-1404,Male,,Yes,Yes,Yes,
1314,7330836074,Salisbury Park,Painter,No,39,Part time,11,4500,2128-8142-1015,Male,,No,Yes,Yes,
1315,7322617663,Khadakwasla,Cook,Yes,33,Part time,12,1500,5044-9484-6018,Male,Yes,No,Yes,Yes,
1316,9629108245,Dhankawadi,Cashier,Yes,19,Full time,14,5500,9590-4791-1653,Male,,Yes,Yes,Yes,
1317,7216376960,Chinchwad,Electrician,No,20,Part time,2,5000,4901-2332-1321,Male,,Yes,Yes,No,
1318,9537332499,Vishrantwadi,Plumber,No,30,Part time,1,4500,3574-4298-4063,Male,,Yes,Yes,No,
1319,7768786123,Dhole Patil Road,Tailor,No,30,Part time,2,6500,7619-2118-8644,Male,Yes,No,Yes,Yes,
1320,8846322638,Chinchwad,Cook,Yes,19,Part time,7,2500,1014-6623-9082,Male,Yes,Yes,Yes,No,
1321,8803438507,Aundh,Cook,Yes,20,Full time,9,6500,9441-1915-5378,Male,Yes,Yes,Yes,Yes,
1322,8133230693,Mundhwa,Cashier,Yes,22,Full time,9,3500,1109-0514-6223,Male,,Yes,Yes,Yes,
1323,8607517342,Fatimanagar,Salesperson,No,36,Part time,6,6500,5142-0051-1095,Male,,Yes,Yes,No,
1324,9592414639,Salisbury Park,Driver,Yes,36,Part time,4,1000,0708-4949-1209,Male,,No,Yes,Yes,
1325,9559650147,Swargate,Waitress,Yes,35,Full time,1,6000,5625-8883-6022,Female,,Yes,Yes,Yes,
1326,8295129052,Pimplesaudagar,Cook,No,35,Full time,6,1500,6197-3945-0372,Male,Yes,Yes,Yes,Yes,
1327,8940212200,Vitthalwadi,Cashier,No,29,Part time,3,3500,3313-8454-4625,Female,,Yes,Yes,No,
1328,8175223954,Vishrantwadi,Salesperson,No,30,Full time,3,6000,7607-0128-3972,Female,,Yes,Yes,No,
1329,7192302107,Pashan,Salesperson,No,32,Full time,3,2000,4445-6873-6210,Female,,Yes,Yes,Yes,
1330,8308517515,Hadapsar,Tailor,No,30,Full time,6,6500,6364-1726-4174,Male,Yes,Yes,Yes,Yes,
1331,9174919991,Dhole Patil Road,Delivery Boy,No,21,Full time,13,5000,3250-3105-8005,Male,,Yes,Yes,Yes,
1332,7740837391,Deccan,Waitress,Yes,30,Part time,3,7000,5259-4694-7854,Female,,Yes,Yes,No,
1333,7905491186,Deccan,Plumber,No,31,Full time,7,4000,3919-2898-7986,Male,,Yes,Yes,Yes,
1334,8201245899,Koregaon Park,Salesperson,Yes,21,Full time,2,3000,0176-8314-1200,Female,,Yes,Yes,No,
1335,7939073839,Khadki,Cook,Yes,30,Full time,8,1000,3109-3562-1302,Female,Yes,Yes,No,Yes,
1336,7542523936,Dhayari,Receptionist,No,28,Full time,7,5500,5372-7715-5890,Female,,Yes,Yes,No,
1337,7602490419,Paud Road,Accountant,Yes,34,Full time,15,2500,3341-5986-7306,Female,,Yes,Yes,Yes,
1338,9393973630,Erandwane,Cook,No,35,Full time,14,5000,6482-2343-9114,Female,Yes,Yes,No,Yes,
1339,7951044656,Kothrud,Tailor,No,30,Full time,3,4000,0557-7006-4335,Male,No,Yes,Yes,Yes,
1340,7895676164,Wanowrie,Worker,No,39,Full time,15,5000,9575-6620-4182,Male,,Yes,Yes,Yes,
1341,9689569282,Fursungi,Tailor,Yes,31,Full time,14,1500,0825-5043-2877,Male,No,Yes,Yes,Yes,
1342,7196779062,Paud Road,Carpenter,Yes,18,Part time,8,7000,4647-3226-2096,Male,,Yes,Yes,No,
1343,8906076811,Fatimanagar,Plumber,Yes,37,Full time,9,1000,9879-4391-9636,Male,,Yes,Yes,Yes,
1344,9859737610,Parvati,Cashier,Yes,28,Part time,7,6500,5332-7023-0186,Male,,Yes,Yes,No,
1345,8069233974,Dhankawadi,Driver,No,21,Full time,14,3500,4546-2974-1345,Male,,Yes,Yes,Yes,
1346,8658088278,Kharadi,Salesperson,No,23,Part time,6,1500,2362-5494-2180,Female,,Yes,Yes,No,
1347,7919355204,Singhgad Road,Mechanic,No,20,Part time,8,6000,9457-1201-0947,Male,,Yes,No,No,
1348,8645919759,Ghorpadi,Carpenter,No,31,Full time,13,1000,9540-1000-3861,Male,,Yes,Yes,Yes,
1349,8147572994,Erandwane,Cook,No,28,Part time,10,1000,3227-2809-3481,Male,Yes,Yes,No,No,
1350,9696138075,Khadakwasla,Brick mason,No,20,Part time,14,3500,6830-2841-1797,Male,,Yes,No,Yes,
1351,7228027668,Camp,Delivery Boy,No,39,Full time,12,4000,3683-0099-0123,Male,,Yes,Yes,Yes,
1352,9091220049,Pashan,Mehndi Artist,Yes,35,Part time,11,7000,1342-1835-9521,Female,No,Yes,Yes,No,
1353,7753677446,Dhankawadi,Waiter,Yes,21,Full time,2,1000,0421-4991-5449,Male,,Yes,Yes,Yes,
1354,9694715234,Mundhwa,Receptionist,No,30,Part time,10,7000,8736-8756-5503,Female,,Yes,Yes,No,
1355,7444638722,Vishrantwadi,Salesperson,Yes,34,Full time,5,5000,9450-3234-0126,Female,,No,Yes,Yes,
1356,7541916292,Kharadi,Cashier,Yes,34,Part time,5,4000,6018-7469-9706,Male,,Yes,Yes,No,
1357,7895531515,Salisbury Park,Tailor,Yes,26,Full time,2,6000,0290-5511-1264,Female,Yes,Yes,Yes,No,
1358,7556068627,Gultekdi,Salesperson,Yes,33,Part time,3,6000,6878-9463-7105,Female,,Yes,Yes,No,
1359,8172752218,Singhgad Road,Maid,No,21,Full time,9,6000,1753-3996-9770,Female,Yes,Yes,No,Yes,
1360,8611356169,Parvati,Cook,Yes,34,Full time,4,4000,1810-4339-2986,Female,Yes,Yes,No,No,
1361,9291119653,Vishrantwadi,Janitor,Yes,34,Part time,10,4000,4983-9564-2342,Male,,No,Yes,Yes,
1362,8131261172,Bibewadi,Painter,Yes,34,Part time,6,4500,1093-9930-5450,Male,,Yes,Yes,No,
1363,9416047116,Ambegaon,Maid,No,23,Full time,14,4500,1636-4129-0586,Female,Yes,Yes,No,Yes,
1364,7615618272,Dattawadi,Carpenter,Yes,19,Part time,2,7000,7839-2012-8802,Male,,Yes,Yes,No,
1365,9983541153,Dhole Patil Road,Salesperson,Yes,23,Part time,9,4000,9173-4931-5811,Male,,Yes,Yes,No,
1366,9440608305,Khadakwasla,Worker,No,31,Full time,14,4000,4013-3027-6111,Male,,Yes,Yes,Yes,
1367,9733154303,Dattawadi,Brick mason,No,39,Part time,14,5000,2773-2286-8150,Male,,No,Yes,Yes,
1368,7661790005,Fatimanagar,Carpenter,Yes,19,Part time,5,7000,0617-7746-5447,Male,,Yes,No,No,
1369,8846141843,Hinjewadi,Receptionist,Yes,19,Full time,7,4500,7812-1898-6276,Male,,Yes,Yes,Yes,
1370,8096811345,Chinchwad,Brick mason,Yes,26,Full time,5,4000,9481-0279-9967,Male,,Yes,Yes,Yes,
1371,7724565389,Dhankawadi,Painter,Yes,25,Full time,3,6500,1062-3137-3391,Male,,Yes,Yes,Yes,
1372,8038620230,Aundh,Cook,Yes,34,Full time,7,1000,0921-6385-1473,Female,Yes,Yes,No,No,
1373,7289009110,Kharadi,Mehndi Artist,Yes,28,Full time,13,1500,6669-7309-5207,Female,Yes,Yes,No,Yes,
1374,9995383063,Salisbury Park,Cashier,No,24,Full time,11,2500,4157-8109-1796,Male,,Yes,Yes,Yes,
1375,9123739222,Wanowrie,Electrician,Yes,31,Full time,2,3000,0761-8655-0487,Male,,Yes,Yes,Yes,
1376,9380390396,Vitthalwadi,Waiter,Yes,22,Part time,5,1500,2567-0704-6186,Male,,No,Yes,Yes,
1377,8030371236,Camp,Brick mason,No,34,Full time,11,4500,8560-7578-8373,Male,,Yes,Yes,Yes,
1378,8208678326,Wanowrie,Salesperson,No,30,Part time,10,1500,4924-7845-2504,Female,,Yes,Yes,No,
1379,9164660204,Bavdhan,Mechanic,No,21,Part time,14,7000,2652-5807-9798,Male,,Yes,Yes,No,
1380,8511033093,Aundh,Carpenter,Yes,28,Part time,5,7000,1471-6051-7426,Male,,Yes,Yes,No,
1381,8975109195,Dhole Patil Road,Driver,No,40,Part time,10,2500,3862-8796-3860,Male,,Yes,Yes,No,
1382,8742093481,Ghorpadi,Waitress,Yes,20,Full time,9,1500,9690-7793-7603,Female,,Yes,Yes,Yes,
1383,9840180411,Kondhwa,Waiter,No,35,Part time,5,1000,8496-6216-5089,Male,,Yes,Yes,No,
1384,7219200062,Fursungi,Tailor,Yes,37,Full time,10,1000,8535-7424-8552,Male,No,Yes,Yes,Yes,
1385,8998774535,Deccan,Delivery Boy,Yes,34,Part time,15,2500,7514-8500-2689,Male,,Yes,Yes,No,
1386,7954334411,Singhgad Road,Receptionist,Yes,25,Full time,13,1000,1319-0882-4441,Male,,Yes,Yes,Yes,
1387,7809533127,Khadki,Painter,No,31,Part time,12,3500,0513-7156-2382,Male,,No,Yes,Yes,
1388,7021215910,Vishrantwadi,Waiter,Yes,29,Full time,12,4500,0291-1712-9768,Male,,Yes,Yes,Yes,
1389,8119003578,Ghorpadi,Carpenter,Yes,34,Full time,10,1000,9738-3392-7148,Male,,Yes,Yes,Yes,
1390,8450947699,Gultekdi,Security Guard,Yes,26,Part time,8,3000,7539-5631-1452,Male,,No,Yes,Yes,
1391,9614108318,Vitthalwadi,Cook,Yes,19,Full time,8,6000,5823-9027-2784,Female,Yes,Yes,Yes,No,
1392,8474957621,Khadakwasla,Painter,Yes,30,Full time,3,2500,0936-8734-0795,Male,,Yes,Yes,Yes,
1393,8395977046,Gultekdi,Accountant,No,22,Part time,6,4000,9561-9946-3722,Female,,No,Yes,No,
1394,9058281093,Chinchwad,Cashier,Yes,27,Full time,2,4000,4078-4801-3699,Female,,Yes,Yes,No,
1395,9984266776,Koregaon Park,Accountant,Yes,30,Part time,4,6000,9002-0569-3318,Male,,No,Yes,Yes,
1396,9114073579,Erandwane,Painter,Yes,24,Full time,6,7000,0439-5751-8918,Male,,Yes,Yes,Yes,
1397,9289581057,Kharadi,Maid,No,19,Part time,3,1500,1665-3124-0526,Female,Yes,Yes,No,Yes,
1398,8367363300,Wanowrie,Security Guard,Yes,27,Part time,7,1500,6833-1196-5746,Male,,Yes,Yes,No,
1399,7704869994,Chinchwad,Carpenter,No,35,Part time,6,3500,2330-6810-6260,Male,,No,Yes,Yes,
1400,9759971526,Gultekdi,Electrician,Yes,39,Part time,8,7000,9256-9799-1791,Male,,Yes,Yes,No,
1401,8696464380,Kharadi,Waiter,No,31,Part time,7,7000,3308-4765-9222,Male,,No,Yes,Yes,
1402,8408231441,Dhole Patil Road,Plumber,No,39,Part time,9,2500,4223-9469-0339,Male,,No,Yes,Yes,
1403,7949960987,Pashan,Tailor,Yes,25,Full time,13,2000,1696-1576-4313,Female,No,Yes,Yes,No,
1404,7488602494,Singhgad Road,Receptionist,Yes,23,Full time,14,2000,5667-9689-9462,Female,,Yes,Yes,No,
1405,8000651795,Deccan,Worker,No,37,Full time,7,1000,3366-9669-4476,Male,,Yes,Yes,Yes,
1406,8198528969,Sahakarnagar,Cook,Yes,30,Full time,7,4000,4607-4749-8999,Male,Yes,Yes,Yes,Yes,
1407,7579168338,Camp,Waiter,Yes,30,Full time,12,2500,3197-7010-3520,Male,,Yes,Yes,Yes,
1408,9016613494,Fursungi,Security Guard,Yes,27,Part time,8,3000,5430-9712-0162,Male,,No,Yes,Yes,
1409,9201969481,Bibewadi,Maid,No,29,Part time,7,1000,0396-3371-4125,Female,Yes,Yes,No,Yes,
1410,9400263472,Kharadi,Accountant,No,35,Part time,8,1500,0632-4237-9374,Female,,Yes,Yes,Yes,
1411,8576731129,Mundhwa,Salesperson,Yes,28,Part time,2,5000,0972-0295-4424,Female,,Yes,Yes,No,
1412,7738652463,Camp,Salesperson,No,27,Full time,2,4000,2849-4558-1739,Male,,Yes,Yes,Yes,
1413,7458610774,Koregaon Park,Carpenter,No,32,Part time,11,1000,4091-3195-8091,Male,,Yes,Yes,No,
1414,8631458826,Dattawadi,Delivery Boy,No,37,Full time,14,3500,9952-7282-9684,Male,,Yes,Yes,Yes,
1415,8110027089,Bibewadi,Mechanic,No,36,Part time,11,4500,8239-4056-4625,Male,,Yes,Yes,No,
1416,8929255254,Erandwane,Tailor,Yes,35,Full time,9,6500,2955-3340-0100,Male,No,Yes,Yes,Yes,
1417,9359244916,Erandwane,Plumber,No,24,Part time,12,4500,8186-5623-2127,Male,,No,Yes,Yes,
1418,8196266619,Parvati,Cook,Yes,28,Part time,15,7000,3341-0477-3518,Male,Yes,Yes,Yes,No,
1419,9973793506,Nigdi,Accountant,Yes,31,Full time,11,6500,1291-0462-0587,Female,,Yes,Yes,No,
